,model,p,noise,algorithm,ari
0,DSBM_PA,0.006,0.175,DiSim,0.0002163099054918619
0,DSBM_PA,0.006,0.175,Herm,0.0023318763630865566
0,DSBM,0.008,0.175,DiSim,0.6481015867025611
0,DSBM,0.008,0.175,Herm,1.0
0,DSBM_PA,0.008,0.175,DiSim,0.026283831675241176
0,DSBM_PA,0.008,0.175,Herm,0.0024072429951801488
0,DSBM,0.002,0.26249999999999996,DiSim,0.020328306710317975
0,DSBM,0.002,0.26249999999999996,Herm,0.30909388815021843
0,DSBM_PA,0.002,0.26249999999999996,DiSim,0.0001347815015839301
0,DSBM_PA,0.002,0.26249999999999996,Herm,0.0007603136450256528
0,DSBM,0.004,0.26249999999999996,DiSim,0.24468819996081861
0,DSBM,0.004,0.26249999999999996,Herm,0.843044624967628
0,DSBM_PA,0.004,0.26249999999999996,DiSim,1.4563157783930946e-06
0,DSBM_PA,0.004,0.26249999999999996,Herm,0.00032239287115256286
0,DSBM,0.006,0.26249999999999996,DiSim,0.3457315723005077
0,DSBM,0.006,0.26249999999999996,Herm,0.9646551384511871
0,DSBM_PA,0.006,0.26249999999999996,DiSim,-1.3690403021394446e-05
0,DSBM_PA,0.006,0.26249999999999996,Herm,0.00043343752132020066
0,DSBM,0.008,0.26249999999999996,DiSim,0.39532446956094625
0,DSBM,0.008,0.26249999999999996,Herm,0.9916472737631392
0,DSBM_PA,0.008,0.26249999999999996,DiSim,2.9928784429373483e-05
0,DSBM_PA,0.008,0.26249999999999996,Herm,0.000507331344536643
0,DSBM,0.002,0.35,DiSim,0.0003677539856854595
0,DSBM,0.002,0.35,Herm,0.01419238157634985
0,DSBM_PA,0.002,0.35,DiSim,-3.5673810273950856e-05
0,DSBM_PA,0.002,0.35,Herm,0.00037183651611225093
0,DSBM,0.004,0.35,DiSim,0.002791586799306049
0,DSBM,0.004,0.35,Herm,0.1653120853391175
0,DSBM_PA,0.004,0.35,DiSim,9.24454603782205e-05
0,DSBM_PA,0.004,0.35,Herm,-9.744653808401833e-05
0,DSBM,0.006,0.35,DiSim,0.06411619951747381
0,DSBM,0.006,0.35,Herm,0.43974712847822445
0,DSBM_PA,0.006,0.35,DiSim,-0.00010288060070144833
0,DSBM_PA,0.006,0.35,Herm,3.9581637975598124e-05
0,DSBM,0.008,0.35,DiSim,0.16688081212616557
0,DSBM,0.008,0.35,Herm,0.6939351946691481
0,DSBM_PA,0.008,0.35,DiSim,-1.7193138527759375e-05
0,DSBM_PA,0.008,0.35,Herm,-6.306284472166004e-05
0,DSBM,0.002,0.0,DiSim,0.5969100175988136
0,DSBM,0.002,0.0,Herm,0.46762961797078767
0,DSBM_PA,0.002,0.0,DiSim,0.18310735101241446
0,DSBM_PA,0.002,0.0,Herm,0.3237241901083333
0,DSBM,0.004,0.0,DiSim,0.6684832245568874
0,DSBM,0.004,0.0,Herm,0.7870882733865264
0,DSBM_PA,0.004,0.0,DiSim,0.39995354303025615
0,DSBM_PA,0.004,0.0,Herm,0.38641850746692774
0,DSBM,0.006,0.0,DiSim,0.6960897385682877
0,DSBM,0.006,0.0,Herm,0.9165711224744516
0,DSBM_PA,0.006,0.0,DiSim,0.3504834361593623
0,DSBM_PA,0.006,0.0,Herm,0.40401868321653583
0,DSBM,0.008,0.0,DiSim,0.708340529414334
0,DSBM,0.008,0.0,Herm,0.9665957273793228
0,DSBM_PA,0.008,0.0,DiSim,0.36784004764849926
0,DSBM_PA,0.008,0.0,Herm,0.39011351118414456
0,DSBM,0.002,0.0875,DiSim,0.48807067175103447
0,DSBM,0.002,0.0875,Herm,0.4406076944550744
0,DSBM_PA,0.002,0.0875,DiSim,0.0007342077653196766
0,DSBM_PA,0.002,0.0875,Herm,0.24809527431047096
0,DSBM,0.004,0.0875,DiSim,0.6134321915162115
0,DSBM,0.004,0.0875,Herm,0.5500699617953663
0,DSBM_PA,0.004,0.0875,DiSim,0.1482810981711715
0,DSBM_PA,0.004,0.0875,Herm,0.3551944801102515
0,DSBM,0.006,0.0875,DiSim,0.6569559387033381
0,DSBM,0.006,0.0875,Herm,0.7835579346967995
0,DSBM_PA,0.006,0.0875,DiSim,0.2356249380478004
0,DSBM_PA,0.006,0.0875,Herm,0.38602539139010716
0,DSBM,0.008,0.0875,DiSim,0.6773553437360917
0,DSBM,0.008,0.0875,Herm,0.891288735247957
0,DSBM_PA,0.008,0.0875,DiSim,0.3087311363714497
0,DSBM_PA,0.008,0.0875,Herm,0.4198641451375474
0,DSBM,0.002,0.175,DiSim,0.24095381435720642
0,DSBM,0.002,0.175,Herm,0.4070044090688852
0,DSBM_PA,0.002,0.175,DiSim,0.00020336424185675358
0,DSBM_PA,0.002,0.175,Herm,0.01862462648089946
0,DSBM,0.004,0.175,DiSim,0.43173509047212044
0,DSBM,0.004,0.175,Herm,0.451179741642637
0,DSBM_PA,0.004,0.175,DiSim,0.011053755020496893
0,DSBM_PA,0.004,0.175,Herm,0.018617231833357173
0,DSBM,0.006,0.175,DiSim,0.464631977875306
0,DSBM,0.006,0.175,Herm,0.5185138915915927
0,DSBM_PA,0.006,0.175,DiSim,0.08234675643072417
0,DSBM_PA,0.006,0.175,Herm,0.016149402311768084
0,DSBM,0.008,0.175,DiSim,0.47482424202410406
0,DSBM,0.008,0.175,Herm,0.7064211554373575
0,DSBM_PA,0.008,0.175,DiSim,0.1177799073336163
0,DSBM_PA,0.008,0.175,Herm,0.018254911224858908
0,DSBM,0.002,0.26249999999999996,DiSim,0.061166171036427984
0,DSBM,0.002,0.26249999999999996,Herm,0.3015264759651657
0,DSBM_PA,0.002,0.26249999999999996,DiSim,7.764686310772884e-05
0,DSBM_PA,0.002,0.26249999999999996,Herm,0.0007462783630218521
0,DSBM,0.004,0.26249999999999996,DiSim,0.2860822696431006
0,DSBM,0.004,0.26249999999999996,Herm,0.4043456925733386
0,DSBM_PA,0.004,0.26249999999999996,DiSim,6.288592066618285e-05
0,DSBM_PA,0.004,0.26249999999999996,Herm,0.0007212051565689504
0,DSBM,0.006,0.26249999999999996,DiSim,0.3932779016004233
0,DSBM,0.006,0.26249999999999996,Herm,0.43514041360218675
0,DSBM_PA,0.006,0.26249999999999996,DiSim,-1.9287764226538246e-06
0,DSBM_PA,0.006,0.26249999999999996,Herm,0.0007327491143388496
0,DSBM,0.008,0.26249999999999996,DiSim,0.434255584192113
0,DSBM,0.008,0.26249999999999996,Herm,0.4561339197189994
0,DSBM_PA,0.008,0.26249999999999996,DiSim,0.00017695461236411265
0,DSBM_PA,0.008,0.26249999999999996,Herm,0.0005656613951104026
0,DSBM,0.002,0.35,DiSim,0.00010024354875862472
0,DSBM,0.002,0.35,Herm,0.06446943678110827
0,DSBM_PA,0.002,0.35,DiSim,-5.267230292145419e-06
0,DSBM_PA,0.002,0.35,Herm,0.000202182773030456
0,DSBM,0.004,0.35,DiSim,0.0044015195416577165
0,DSBM,0.004,0.35,Herm,0.24163844614681657
0,DSBM_PA,0.004,0.35,DiSim,-0.00010371674175705508
0,DSBM_PA,0.004,0.35,Herm,5.0203021893767656e-05
0,DSBM,0.006,0.35,DiSim,0.11061364079295442
0,DSBM,0.006,0.35,Herm,0.327270907977373
0,DSBM_PA,0.006,0.35,DiSim,0.00013887593375098607
0,DSBM_PA,0.006,0.35,Herm,8.43771802296869e-05
0,DSBM,0.008,0.35,DiSim,0.20708977103292692
0,DSBM,0.008,0.35,Herm,0.38098145607274225
0,DSBM_PA,0.008,0.35,DiSim,5.558816957077228e-05
0,DSBM_PA,0.008,0.35,Herm,4.1777530544457234e-05
0,DSBM,0.002,0.0,DiSim,0.7534295238339923
0,DSBM,0.002,0.0,Herm,0.9973770233109596
0,DSBM_PA,0.002,0.0,DiSim,0.09608358688603395
0,DSBM_PA,0.002,0.0,Herm,0.3744730121995152
0,DSBM,0.004,0.0,DiSim,0.9513428412363516
0,DSBM,0.004,0.0,Herm,1.0
0,DSBM_PA,0.004,0.0,DiSim,0.3120893451595868
0,DSBM_PA,0.004,0.0,Herm,0.47830067313146685
0,DSBM,0.006,0.0,DiSim,0.9920249318325214
0,DSBM,0.006,0.0,Herm,1.0
0,DSBM_PA,0.006,0.0,DiSim,0.3414831609200499
0,DSBM_PA,0.006,0.0,Herm,0.5083893570639739
0,DSBM,0.008,0.0,DiSim,0.9975024884305556
0,DSBM,0.008,0.0,Herm,1.0
0,DSBM_PA,0.008,0.0,DiSim,0.38756591654266226
0,DSBM_PA,0.008,0.0,Herm,0.6976907208648261
0,DSBM,0.002,0.0875,DiSim,0.4034824465986977
0,DSBM,0.002,0.0875,Herm,0.9833397365134422
0,DSBM_PA,0.002,0.0875,DiSim,0.00021791432044998742
0,DSBM_PA,0.002,0.0875,Herm,0.2817769669213839
0,DSBM,0.004,0.0875,DiSim,0.8261418639621224
0,DSBM,0.004,0.0875,Herm,0.9998749906230465
0,DSBM_PA,0.004,0.0875,DiSim,0.02804740256604704
0,DSBM_PA,0.004,0.0875,Herm,0.40359553234843976
0,DSBM,0.006,0.0875,DiSim,0.9556777239371291
0,DSBM,0.006,0.0875,Herm,1.0
0,DSBM_PA,0.006,0.0875,DiSim,0.2635109673384795
0,DSBM_PA,0.006,0.0875,Herm,0.4635296965414323
0,DSBM,0.008,0.0875,DiSim,0.9857072626200005
0,DSBM,0.008,0.0875,Herm,1.0
0,DSBM_PA,0.008,0.0875,DiSim,0.3009880730852008
0,DSBM_PA,0.008,0.0875,Herm,0.4984385772260046
0,DSBM,0.002,0.175,DiSim,0.2554044038108686
0,DSBM,0.002,0.175,Herm,0.8537945373787714
0,DSBM_PA,0.002,0.175,DiSim,6.380575910610566e-05
0,DSBM_PA,0.002,0.175,Herm,0.001900510646859194
0,DSBM,0.004,0.175,DiSim,0.4997493344233827
0,DSBM,0.004,0.175,Herm,0.992645753343543
0,DSBM_PA,0.004,0.175,DiSim,0.00014992870486488376
0,DSBM_PA,0.004,0.175,Herm,0.0018189399154044732
0,DSBM,0.006,0.175,DiSim,0.7775527521873732
0,DSBM,0.006,0.175,Herm,0.9996250031253909
0,DSBM_PA,0.006,0.175,DiSim,2.124402093993881e-05
0,DSBM_PA,0.006,0.175,Herm,0.0006251220981529566
0,DSBM,0.008,0.175,DiSim,0.9083667863586916
0,DSBM,0.008,0.175,Herm,1.0
0,DSBM_PA,0.008,0.175,DiSim,0.0990304519106475
0,DSBM_PA,0.008,0.175,Herm,0.0014188104712696266
0,DSBM,0.002,0.26249999999999996,DiSim,0.06121896596540896
0,DSBM,0.002,0.26249999999999996,Herm,0.3388080834880521
0,DSBM_PA,0.002,0.26249999999999996,DiSim,-1.2077010889319216e-05
0,DSBM_PA,0.002,0.26249999999999996,Herm,0.00028012472261353366
0,DSBM,0.004,0.26249999999999996,DiSim,0.26105367383804046
0,DSBM,0.004,0.26249999999999996,Herm,0.8723927484570306
0,DSBM_PA,0.004,0.26249999999999996,DiSim,6.94901994700613e-05
0,DSBM_PA,0.004,0.26249999999999996,Herm,0.00013899092388358638
0,DSBM,0.006,0.26249999999999996,DiSim,0.3725429730997205
0,DSBM,0.006,0.26249999999999996,Herm,0.973614515764336
0,DSBM_PA,0.006,0.26249999999999996,DiSim,1.6636032314085857e-05
0,DSBM_PA,0.006,0.26249999999999996,Herm,-1.1675760647721387e-05
0,DSBM,0.008,0.26249999999999996,DiSim,0.5338331463149077
0,DSBM,0.008,0.26249999999999996,Herm,0.993765051635248
0,DSBM_PA,0.008,0.26249999999999996,DiSim,1.360731916125793e-06
0,DSBM_PA,0.008,0.26249999999999996,Herm,0.00011425666010979747
0,DSBM,0.002,0.35,DiSim,8.322558576113082e-05
0,DSBM,0.002,0.35,Herm,0.010257828069645897
0,DSBM_PA,0.002,0.35,DiSim,-1.8224939689648824e-05
0,DSBM_PA,0.002,0.35,Herm,8.993805483744114e-05
0,DSBM,0.004,0.35,DiSim,0.010335680296874835
0,DSBM,0.004,0.35,Herm,0.19812641327478206
0,DSBM_PA,0.004,0.35,DiSim,-6.103724952559664e-05
0,DSBM_PA,0.004,0.35,Herm,-1.5359413140101075e-05
0,DSBM,0.006,0.35,DiSim,0.11377197451215477
0,DSBM,0.006,0.35,Herm,0.5178154549647707
0,DSBM_PA,0.006,0.35,DiSim,-1.1721910249021528e-05
0,DSBM_PA,0.006,0.35,Herm,-6.608562963662738e-05
0,DSBM,0.008,0.35,DiSim,0.20144332175364046
0,DSBM,0.008,0.35,Herm,0.7450924567773153
0,DSBM_PA,0.008,0.35,DiSim,-0.00013746244115056351
0,DSBM_PA,0.008,0.35,Herm,-1.842497778207442e-05
