,c,k,noise,tau,algorithm,ari
0,60,3,0.0,1,DiSim,0.9425758688094955
0,60,3,0.0,1,Herm,0.000301618575136735
0,60,3,0.0,1.15,DiSim,0.9425758688094955
0,60,3,0.0,1.15,Herm,0.0003897571270940529
0,60,3,0.0,1.25,DiSim,0.9425758688094955
0,60,3,0.0,1.25,Herm,0.000387242478222066
0,60,3,0.0,1.6,DiSim,0.9425758688094955
0,60,3,0.0,1.6,Herm,0.00035874991598929673
0,60,3,0.0,2,DiSim,0.9425758688094955
0,60,3,0.0,2,Herm,0.0002987722570319156
0,60,3,0.0,3,DiSim,0.9425758688094955
0,60,3,0.0,3,Herm,0.0002275350828473963
0,20,5,0.0,0.1,DiSim,0.8031587177430329
0,20,5,0.0,0.1,Herm,0.6987397474868186
0,20,5,0.0,0.4,DiSim,0.8031587177430329
0,20,5,0.0,0.4,Herm,0.7099947333450626
0,20,5,0.0,0.75,DiSim,0.8031587177430329
0,20,5,0.0,0.75,Herm,0.7071635448531908
0,20,5,0.0,0.85,DiSim,0.8031587177430329
0,20,5,0.0,0.85,Herm,0.7111239061396375
0,20,5,0.0,1,DiSim,0.8031587177430329
0,20,5,0.0,1,Herm,0.703787541537829
0,20,5,0.0,1.15,DiSim,0.8031587177430329
0,20,5,0.0,1.15,Herm,0.7000477702912711
0,20,5,0.0,1.25,DiSim,0.8031587177430329
0,20,5,0.0,1.25,Herm,0.6982235268381345
0,20,5,0.0,1.6,DiSim,0.8031587177430329
0,20,5,0.0,1.6,Herm,0.6904813222443561
0,20,5,0.0,2,DiSim,0.8031587177430329
0,20,5,0.0,2,Herm,0.6751447326399622
0,20,5,0.0,3,DiSim,0.8031587177430329
0,20,5,0.0,3,Herm,0.4411262281578734
0,60,5,0.0,0.1,DiSim,0.9298986546003208
0,60,5,0.0,0.1,Herm,0.7097427862044332
0,60,5,0.0,0.4,DiSim,0.9298986546003208
0,60,5,0.0,0.4,Herm,0.7236754122523753
0,60,5,0.0,0.75,DiSim,0.9298986546003208
0,60,5,0.0,0.75,Herm,0.7399008063743034
0,60,5,0.0,0.85,DiSim,0.9298986546003208
0,60,5,0.0,0.85,Herm,0.7420177166922792
0,60,5,0.0,1,DiSim,0.9298986546003208
0,60,5,0.0,1,Herm,0.7447516563286355
0,60,5,0.0,1.15,DiSim,0.9298986546003208
0,60,5,0.0,1.15,Herm,0.7370141623199266
0,60,5,0.0,1.25,DiSim,0.9298986546003208
0,60,5,0.0,1.25,Herm,0.7484337530110117
0,60,5,0.0,1.6,DiSim,0.9298986546003208
0,60,5,0.0,1.6,Herm,0.7513308226572217
0,60,5,0.0,2,DiSim,0.9340813611007369
0,60,5,0.0,2,Herm,0.7496658798433399
0,60,5,0.0,3,DiSim,0.9340813611007369
0,60,5,0.0,3,Herm,0.7536860698549795
0,20,3,0.15,0.1,DiSim,0.36146677639199004
0,20,3,0.15,0.1,Herm,-5.551427865666919e-05
0,20,3,0.15,0.4,DiSim,0.3613607282625869
0,20,3,0.15,0.4,Herm,2.1729133484582713e-05
0,20,3,0.15,0.75,DiSim,0.3611442512229506
0,20,3,0.15,0.75,Herm,8.91251960808518e-05
0,20,3,0.15,0.85,DiSim,0.36146677639199004
0,20,3,0.15,0.85,Herm,0.00011641432369560401
0,20,3,0.15,1,DiSim,0.3618640713693004
0,20,3,0.15,1,Herm,0.00011232058456258995
0,20,3,0.15,1.15,DiSim,0.3613607282625869
0,20,3,0.15,1.15,Herm,5.87765273166377e-05
0,20,3,0.15,1.25,DiSim,0.36144346524282467
0,20,3,0.15,1.25,Herm,7.633525850078461e-05
0,20,3,0.15,1.6,DiSim,0.3613607282625869
0,20,3,0.15,1.6,Herm,0.00012944258549084131
0,20,3,0.15,2,DiSim,0.3613607282625869
0,20,3,0.15,2,Herm,2.2385023089938332e-06
0,20,3,0.15,3,DiSim,0.3616624191873338
0,20,3,0.15,3,Herm,4.943856813697936e-05
0,60,3,0.15,0.1,DiSim,0.4787504407235242
0,60,3,0.15,0.1,Herm,-4.904540990342129e-05
0,60,3,0.15,0.4,DiSim,0.4787504407235242
0,60,3,0.15,0.4,Herm,-7.123215450105869e-05
0,60,3,0.15,0.75,DiSim,0.4787504407235242
0,60,3,0.15,0.75,Herm,-6.614160525530084e-05
0,60,3,0.15,0.85,DiSim,0.47895746687339497
0,60,3,0.15,0.85,Herm,-6.075494015816959e-05
0,60,3,0.15,1,DiSim,0.47888109534687284
0,60,3,0.15,1,Herm,-6.084005479196339e-05
0,60,3,0.15,1.15,DiSim,0.47895746687339497
0,60,3,0.15,1.15,Herm,-3.972047804315223e-05
0,60,3,0.15,1.25,DiSim,0.47895746687339497
0,60,3,0.15,1.25,Herm,-6.706672040292641e-05
0,60,3,0.15,1.6,DiSim,0.4787504407235242
0,60,3,0.15,1.6,Herm,-0.00012413251139293914
0,60,3,0.15,2,DiSim,0.4787504407235242
0,60,3,0.15,2,Herm,-5.8475818592873294e-05
0,60,3,0.15,3,DiSim,0.47895746687339497
0,60,3,0.15,3,Herm,0.00017926140830855234
0,20,5,0.15,0.1,DiSim,0.5713512253244721
0,20,5,0.15,0.1,Herm,0.6660852304021543
0,20,5,0.15,0.4,DiSim,0.5712981212382624
0,20,5,0.15,0.4,Herm,0.6664719245934236
0,20,5,0.15,0.75,DiSim,0.5712981212382624
0,20,5,0.15,0.75,Herm,0.658208541810723
0,20,5,0.15,0.85,DiSim,0.5712981212382624
0,20,5,0.15,0.85,Herm,0.6520172857781035
0,20,5,0.15,1,DiSim,0.5713512253244721
0,20,5,0.15,1,Herm,0.6445958497567112
0,20,5,0.15,1.15,DiSim,0.5712373813293852
0,20,5,0.15,1.15,Herm,0.6366857727339391
0,20,5,0.15,1.25,DiSim,0.5712981212382624
0,20,5,0.15,1.25,Herm,0.6308383665470764
0,20,5,0.15,1.6,DiSim,0.5712981212382624
0,20,5,0.15,1.6,Herm,0.45067394826708534
0,20,5,0.15,2,DiSim,0.5712981212382624
0,20,5,0.15,2,Herm,0.40845595415547264
0,20,5,0.15,3,DiSim,0.5712981212382624
0,20,5,0.15,3,Herm,0.2517837389206748
0,60,5,0.15,0.1,DiSim,0.69787104393345
0,60,5,0.15,0.1,Herm,0.7112391888822545
0,60,5,0.15,0.4,DiSim,0.69787104393345
0,60,5,0.15,0.4,Herm,0.7254463919556684
0,60,5,0.15,0.75,DiSim,0.69787104393345
0,60,5,0.15,0.75,Herm,0.7327957319112665
0,60,5,0.15,0.85,DiSim,0.69787104393345
0,60,5,0.15,0.85,Herm,0.7347624790059185
0,60,5,0.15,1,DiSim,0.69787104393345
0,60,5,0.15,1,Herm,0.7359111738217688
0,60,5,0.15,1.15,DiSim,0.69787104393345
0,60,5,0.15,1.15,Herm,0.7375712224210044
0,60,5,0.15,1.25,DiSim,0.6977988294554597
0,60,5,0.15,1.25,Herm,0.7386393306750977
0,60,5,0.15,1.6,DiSim,0.69787104393345
0,60,5,0.15,1.6,Herm,0.7415819477474885
0,60,5,0.15,2,DiSim,0.69787104393345
0,60,5,0.15,2,Herm,0.7388006640765802
0,60,5,0.15,3,DiSim,0.69787104393345
0,60,5,0.15,3,Herm,0.7378771568629324
0,20,3,0.0,0.1,DiSim,0.7939481990060709
0,20,3,0.0,0.1,Herm,0.0023164414479182028
0,20,3,0.0,0.4,DiSim,0.7939481990060709
0,20,3,0.0,0.4,Herm,0.002312608517609231
0,20,3,0.0,0.75,DiSim,0.7939481990060709
0,20,3,0.0,0.75,Herm,0.002293560943684877
0,20,3,0.0,0.85,DiSim,0.7939481990060709
0,20,3,0.0,0.85,Herm,0.0022719029752181386
0,20,3,0.0,1,DiSim,0.7939481990060709
0,20,3,0.0,1,Herm,0.0020598884499135393
0,20,3,0.0,1.15,DiSim,0.7939481990060709
0,20,3,0.0,1.15,Herm,0.002034831005777213
0,20,3,0.0,1.25,DiSim,0.7939481990060709
0,20,3,0.0,1.25,Herm,0.0014832621922731973
0,20,3,0.0,1.6,DiSim,0.7939481990060709
0,20,3,0.0,1.6,Herm,0.0012368315493463931
0,20,3,0.0,2,DiSim,0.7939481990060709
0,20,3,0.0,2,Herm,0.0011254695049017778
0,20,3,0.0,3,DiSim,0.7939481990060709
0,20,3,0.0,3,Herm,0.0005370374767087999
0,60,3,0.0,0.1,DiSim,0.9379200212062562
0,60,3,0.0,0.1,Herm,3.811747905269014e-05
0,60,3,0.0,0.4,DiSim,0.9379200212062562
0,60,3,0.0,0.4,Herm,6.198738088421446e-05
0,60,3,0.0,0.75,DiSim,0.9379200212062562
0,60,3,0.0,0.75,Herm,0.00019259611164721636
0,60,3,0.0,0.85,DiSim,0.9379200212062562
0,60,3,0.0,0.85,Herm,0.00019255306197040042
0,60,3,0.0,1,DiSim,0.9379200212062562
0,60,3,0.0,1,Herm,1.8074859382756262e-05
0,60,3,0.0,1.15,DiSim,0.9379200212062562
0,60,3,0.0,1.15,Herm,-7.277543736809044e-06
0,60,3,0.0,1.25,DiSim,0.9379200212062562
0,60,3,0.0,1.25,Herm,-2.5594737768948116e-05
0,60,3,0.0,1.6,DiSim,0.9379200212062562
0,60,3,0.0,1.6,Herm,-3.295672560091516e-05
0,60,3,0.0,2,DiSim,0.9379200212062562
0,60,3,0.0,2,Herm,0.00011561254796231252
0,60,3,0.0,3,DiSim,0.9379200212062562
0,60,3,0.0,3,Herm,3.591108569596549e-05
0,20,5,0.0,0.1,DiSim,0.8077956217349347
0,20,5,0.0,0.1,Herm,0.7021135896092393
0,20,5,0.0,0.4,DiSim,0.8077956217349347
0,20,5,0.0,0.4,Herm,0.7109109781691617
0,20,5,0.0,0.75,DiSim,0.8077956217349347
0,20,5,0.0,0.75,Herm,0.7158252365479922
0,20,5,0.0,0.85,DiSim,0.8077956217349347
0,20,5,0.0,0.85,Herm,0.7139062080331186
0,20,5,0.0,1,DiSim,0.8077956217349347
0,20,5,0.0,1,Herm,0.7146094642976524
0,20,5,0.0,1.15,DiSim,0.8077956217349347
0,20,5,0.0,1.15,Herm,0.7115242634632633
0,20,5,0.0,1.25,DiSim,0.8061246042791446
0,20,5,0.0,1.25,Herm,0.7100135640478388
0,20,5,0.0,1.6,DiSim,0.8077956217349347
0,20,5,0.0,1.6,Herm,0.6988114637110421
0,20,5,0.0,2,DiSim,0.8077956217349347
0,20,5,0.0,2,Herm,0.691420974175873
0,20,5,0.0,3,DiSim,0.8077956217349347
0,20,5,0.0,3,Herm,0.4210209421212085
0,60,5,0.0,0.1,DiSim,0.9334022907596041
0,60,5,0.0,0.1,Herm,0.7099535650072665
0,60,5,0.0,0.4,DiSim,0.9334064662565689
0,60,5,0.0,0.4,Herm,0.7247569294669975
0,60,5,0.0,0.75,DiSim,0.9334064662565689
0,60,5,0.0,0.75,Herm,0.7360306173492966
0,60,5,0.0,0.85,DiSim,0.9334064662565689
0,60,5,0.0,0.85,Herm,0.7374735905877626
0,60,5,0.0,1,DiSim,0.9334064662565689
0,60,5,0.0,1,Herm,0.7413133211955651
0,60,5,0.0,1.15,DiSim,0.9334064662565689
0,60,5,0.0,1.15,Herm,0.7429273280754747
0,60,5,0.0,1.25,DiSim,0.9345832567232012
0,60,5,0.0,1.25,Herm,0.7440782214681676
0,60,5,0.0,1.6,DiSim,0.9334064662565689
0,60,5,0.0,1.6,Herm,0.7472682858136084
0,60,5,0.0,2,DiSim,0.9345832567232012
0,60,5,0.0,2,Herm,0.7499430235655818
0,60,5,0.0,3,DiSim,0.9334022907596041
0,60,5,0.0,3,Herm,0.7561136894670394
0,20,3,0.15,0.1,DiSim,0.3621950674530038
0,20,3,0.15,0.1,Herm,0.0001700638107613724
0,20,3,0.15,0.4,DiSim,0.3621593327074358
0,20,3,0.15,0.4,Herm,0.0006330887363835082
0,20,3,0.15,0.75,DiSim,0.3621950674530038
0,20,3,0.15,0.75,Herm,0.0007726291039140927
0,20,3,0.15,0.85,DiSim,0.36211441065982
0,20,3,0.15,0.85,Herm,0.0009390307687892794
0,20,3,0.15,1,DiSim,0.3621950674530038
0,20,3,0.15,1,Herm,0.0012576482984206045
0,20,3,0.15,1.15,DiSim,0.3621593327074358
0,20,3,0.15,1.15,Herm,0.0011600811043986643
0,20,3,0.15,1.25,DiSim,0.36211441065982
0,20,3,0.15,1.25,Herm,0.0005984766207599464
0,20,3,0.15,1.6,DiSim,0.3621950674530038
0,20,3,0.15,1.6,Herm,0.0005366781705037724
0,20,3,0.15,2,DiSim,0.36211441065982
0,20,3,0.15,2,Herm,0.0005774625118945647
0,20,3,0.15,3,DiSim,0.36211441065982
0,20,3,0.15,3,Herm,0.00027444389202679556
0,60,3,0.15,0.1,DiSim,0.46503981376769093
0,60,3,0.15,0.1,Herm,0.0003711393843429164
0,60,3,0.15,0.4,DiSim,0.46503981376769093
0,60,3,0.15,0.4,Herm,0.0001008663978905219
0,60,3,0.15,0.75,DiSim,0.46503981376769093
0,60,3,0.15,0.75,Herm,7.583831498494498e-06
0,60,3,0.15,0.85,DiSim,0.46503981376769093
0,60,3,0.15,0.85,Herm,9.735331724209002e-06
0,60,3,0.15,1,DiSim,0.46503981376769093
0,60,3,0.15,1,Herm,3.456433787202088e-05
0,60,3,0.15,1.15,DiSim,0.46503981376769093
0,60,3,0.15,1.15,Herm,1.0295829300856753e-05
0,60,3,0.15,1.25,DiSim,0.46503981376769093
0,60,3,0.15,1.25,Herm,1.58388971952013e-05
0,60,3,0.15,1.6,DiSim,0.46503981376769093
0,60,3,0.15,1.6,Herm,4.535747594467152e-05
0,60,3,0.15,2,DiSim,0.46503981376769093
0,60,3,0.15,2,Herm,5.937198634648089e-05
0,60,3,0.15,3,DiSim,0.46503981376769093
0,60,3,0.15,3,Herm,6.9040658080918744e-06
0,20,5,0.15,0.1,DiSim,0.5337979518782235
0,20,5,0.15,0.1,Herm,0.6663741402968478
0,20,5,0.15,0.4,DiSim,0.533781478238582
0,20,5,0.15,0.4,Herm,0.6709840006745013
0,20,5,0.15,0.75,DiSim,0.533781478238582
0,20,5,0.15,0.75,Herm,0.6597193407689905
0,20,5,0.15,0.85,DiSim,0.533781478238582
0,20,5,0.15,0.85,Herm,0.6542479544462854
0,20,5,0.15,1,DiSim,0.5337979518782235
0,20,5,0.15,1,Herm,0.6485036683131928
0,20,5,0.15,1.15,DiSim,0.5337203606939334
0,20,5,0.15,1.15,Herm,0.6445047767396825
0,20,5,0.15,1.25,DiSim,0.533781478238582
0,20,5,0.15,1.25,Herm,0.6336281423723581
0,20,5,0.15,1.6,DiSim,0.533781478238582
0,20,5,0.15,1.6,Herm,0.4821960817527736
0,20,5,0.15,2,DiSim,0.533781478238582
0,20,5,0.15,2,Herm,0.3789694298798832
0,20,5,0.15,3,DiSim,0.533781478238582
0,20,5,0.15,3,Herm,0.2482035652034201
0,60,5,0.15,0.1,DiSim,0.8812743000187704
0,60,5,0.15,0.1,Herm,0.7125203484186082
0,60,5,0.15,0.4,DiSim,0.8812743000187704
0,60,5,0.15,0.4,Herm,0.7278790888136356
0,60,5,0.15,0.75,DiSim,0.8812757217568695
0,60,5,0.15,0.75,Herm,0.7364081569960459
0,60,5,0.15,0.85,DiSim,0.8812743000187704
0,60,5,0.15,0.85,Herm,0.7383037158423091
0,60,5,0.15,1,DiSim,0.8812757217568695
0,60,5,0.15,1,Herm,0.7391900926505267
0,60,5,0.15,1.15,DiSim,0.8812743000187704
0,60,5,0.15,1.15,Herm,0.7403688375270718
0,60,5,0.15,1.25,DiSim,0.8812743000187704
0,60,5,0.15,1.25,Herm,0.7427750406702007
0,60,5,0.15,1.6,DiSim,0.8581338643170491
0,60,5,0.15,1.6,Herm,0.7440038882491327
0,60,5,0.15,2,DiSim,0.8812743000187704
0,60,5,0.15,2,Herm,0.7433155238711552
0,60,5,0.15,3,DiSim,0.8812743000187704
0,60,5,0.15,3,Herm,0.7403675221764267
0,20,3,0.0,0.1,DiSim,0.7939481990060709
0,20,3,0.0,0.1,Herm,0.0023164414479182028
0,20,3,0.0,0.4,DiSim,0.7939481990060709
0,20,3,0.0,0.4,Herm,0.002312608517609231
0,20,3,0.0,0.75,DiSim,0.7939481990060709
0,20,3,0.0,0.75,Herm,0.002293560943684877
0,20,3,0.0,0.85,DiSim,0.7939481990060709
0,20,3,0.0,0.85,Herm,0.0022719029752181386
0,20,3,0.0,1,DiSim,0.7939481990060709
0,20,3,0.0,1,Herm,0.0020598884499135393
0,20,3,0.0,1.15,DiSim,0.7939481990060709
0,20,3,0.0,1.15,Herm,0.002034831005777213
0,20,3,0.0,1.25,DiSim,0.7939481990060709
0,20,3,0.0,1.25,Herm,0.0014832621922731973
0,20,3,0.0,1.6,DiSim,0.7939481990060709
0,20,3,0.0,1.6,Herm,0.0012368315493463931
0,20,3,0.0,2,DiSim,0.7939481990060709
0,20,3,0.0,2,Herm,0.0011254695049017778
0,20,3,0.0,3,DiSim,0.7939481990060709
0,20,3,0.0,3,Herm,0.0005370374767087999
0,60,3,0.0,0.1,DiSim,0.9379200212062562
0,60,3,0.0,0.1,Herm,3.811747905269014e-05
0,60,3,0.0,0.4,DiSim,0.9379200212062562
0,60,3,0.0,0.4,Herm,6.198738088421446e-05
0,60,3,0.0,0.75,DiSim,0.9379200212062562
0,60,3,0.0,0.75,Herm,0.00019259611164721636
0,60,3,0.0,0.85,DiSim,0.9379200212062562
0,60,3,0.0,0.85,Herm,0.00019255306197040042
0,60,3,0.0,1,DiSim,0.9379200212062562
0,60,3,0.0,1,Herm,1.8074859382756262e-05
0,60,3,0.0,1.15,DiSim,0.9379200212062562
0,60,3,0.0,1.15,Herm,-7.277543736809044e-06
0,60,3,0.0,1.25,DiSim,0.9379200212062562
0,60,3,0.0,1.25,Herm,-2.5594737768948116e-05
0,60,3,0.0,1.6,DiSim,0.9379200212062562
0,60,3,0.0,1.6,Herm,-3.295672560091516e-05
0,60,3,0.0,2,DiSim,0.9379200212062562
0,60,3,0.0,2,Herm,0.00011561254796231252
0,60,3,0.0,3,DiSim,0.9379200212062562
0,60,3,0.0,3,Herm,3.591108569596549e-05
0,20,5,0.0,0.1,DiSim,0.8077956217349347
0,20,5,0.0,0.1,Herm,0.7021135896092393
0,20,5,0.0,0.4,DiSim,0.8077956217349347
0,20,5,0.0,0.4,Herm,0.7109109781691617
0,20,5,0.0,0.75,DiSim,0.8077956217349347
0,20,5,0.0,0.75,Herm,0.7158252365479922
0,20,5,0.0,0.85,DiSim,0.8077956217349347
0,20,5,0.0,0.85,Herm,0.7139062080331186
0,20,5,0.0,1,DiSim,0.8077956217349347
0,20,5,0.0,1,Herm,0.7146094642976524
0,20,5,0.0,1.15,DiSim,0.8077956217349347
0,20,5,0.0,1.15,Herm,0.7115242634632633
0,20,5,0.0,1.25,DiSim,0.8061246042791446
0,20,5,0.0,1.25,Herm,0.7100135640478388
0,20,5,0.0,1.6,DiSim,0.8077956217349347
0,20,5,0.0,1.6,Herm,0.6988114637110421
0,20,5,0.0,2,DiSim,0.8077956217349347
0,20,5,0.0,2,Herm,0.691420974175873
0,20,5,0.0,3,DiSim,0.8077956217349347
0,20,5,0.0,3,Herm,0.4210209421212085
0,60,5,0.0,0.1,DiSim,0.9334064662565689
0,60,5,0.0,0.1,Herm,0.7099535650072665
0,60,5,0.0,0.4,DiSim,0.9334064662565689
0,60,5,0.0,0.4,Herm,0.7247569294669975
0,60,5,0.0,0.75,DiSim,0.9334064662565689
0,60,5,0.0,0.75,Herm,0.7360306173492966
0,60,5,0.0,0.85,DiSim,0.9334064662565689
0,60,5,0.0,0.85,Herm,0.7374735905877626
0,60,5,0.0,1,DiSim,0.9334064662565689
0,60,5,0.0,1,Herm,0.7413133211955651
0,60,5,0.0,1.15,DiSim,0.9334022907596041
0,60,5,0.0,1.15,Herm,0.7429273280754747
0,60,5,0.0,1.25,DiSim,0.9334064662565689
0,60,5,0.0,1.25,Herm,0.7440782214681676
0,60,5,0.0,1.6,DiSim,0.9334064662565689
0,60,5,0.0,1.6,Herm,0.7472682858136084
0,60,5,0.0,2,DiSim,0.9334064662565689
0,60,5,0.0,2,Herm,0.7499430235655818
0,60,5,0.0,3,DiSim,0.9334064662565689
0,60,5,0.0,3,Herm,0.7561136894670394
0,20,3,0.15,0.1,DiSim,0.3621950674530038
0,20,3,0.15,0.1,Herm,0.0001700638107613724
0,20,3,0.15,0.4,DiSim,0.36211441065982
0,20,3,0.15,0.4,Herm,0.0006330887363835082
0,20,3,0.15,0.75,DiSim,0.3621950674530038
0,20,3,0.15,0.75,Herm,0.0007726291039140927
0,20,3,0.15,0.85,DiSim,0.36211441065982
0,20,3,0.15,0.85,Herm,0.0009390307687892794
0,20,3,0.15,1,DiSim,0.3621950674530038
0,20,3,0.15,1,Herm,0.0012576482984206045
0,20,3,0.15,1.15,DiSim,0.3621593327074358
0,20,3,0.15,1.15,Herm,0.0011600811043986643
0,20,3,0.15,1.25,DiSim,0.36211441065982
0,20,3,0.15,1.25,Herm,0.0005984766207599464
0,20,3,0.15,1.6,DiSim,0.3621950674530038
0,20,3,0.15,1.6,Herm,0.0005366781705037724
0,20,3,0.15,2,DiSim,0.36211441065982
0,20,3,0.15,2,Herm,0.0005774625118945647
0,20,3,0.15,3,DiSim,0.36211441065982
0,20,3,0.15,3,Herm,0.00027444389202679556
0,60,3,0.15,0.1,DiSim,0.46503981376769093
0,60,3,0.15,0.1,Herm,0.0003711393843429164
0,60,3,0.15,0.4,DiSim,0.46503981376769093
0,60,3,0.15,0.4,Herm,0.0001008663978905219
0,60,3,0.15,0.75,DiSim,0.46503981376769093
0,60,3,0.15,0.75,Herm,7.583831498494498e-06
0,60,3,0.15,0.85,DiSim,0.46503981376769093
0,60,3,0.15,0.85,Herm,9.735331724209002e-06
0,60,3,0.15,1,DiSim,0.46503981376769093
0,60,3,0.15,1,Herm,3.456433787202088e-05
0,60,3,0.15,1.15,DiSim,0.46503981376769093
0,60,3,0.15,1.15,Herm,1.0295829300856753e-05
0,60,3,0.15,1.25,DiSim,0.46503981376769093
0,60,3,0.15,1.25,Herm,1.58388971952013e-05
0,60,3,0.15,1.6,DiSim,0.46503981376769093
0,60,3,0.15,1.6,Herm,4.535747594467152e-05
0,60,3,0.15,2,DiSim,0.46503981376769093
0,60,3,0.15,2,Herm,5.937198634648089e-05
0,60,3,0.15,3,DiSim,0.46503981376769093
0,60,3,0.15,3,Herm,6.9040658080918744e-06
0,20,5,0.15,0.1,DiSim,0.5337979518782235
0,20,5,0.15,0.1,Herm,0.6663741402968478
0,20,5,0.15,0.4,DiSim,0.533781478238582
0,20,5,0.15,0.4,Herm,0.6709840006745013
0,20,5,0.15,0.75,DiSim,0.53375913765458
0,20,5,0.15,0.75,Herm,0.6597193407689905
0,20,5,0.15,0.85,DiSim,0.533781478238582
0,20,5,0.15,0.85,Herm,0.6542479544462854
0,20,5,0.15,1,DiSim,0.533781478238582
0,20,5,0.15,1,Herm,0.6485036683131928
0,20,5,0.15,1.15,DiSim,0.533781478238582
0,20,5,0.15,1.15,Herm,0.6445047767396825
0,20,5,0.15,1.25,DiSim,0.533781478238582
0,20,5,0.15,1.25,Herm,0.6336281423723581
0,20,5,0.15,1.6,DiSim,0.533781478238582
0,20,5,0.15,1.6,Herm,0.4821960817527736
0,20,5,0.15,2,DiSim,0.533781478238582
0,20,5,0.15,2,Herm,0.3789694298798832
0,20,5,0.15,3,DiSim,0.533781478238582
0,20,5,0.15,3,Herm,0.2482035652034201
0,60,5,0.15,0.1,DiSim,0.8812743000187704
0,60,5,0.15,0.1,Herm,0.7125203484186082
0,60,5,0.15,0.4,DiSim,0.8581338643170491
0,60,5,0.15,0.4,Herm,0.7278790888136356
0,60,5,0.15,0.75,DiSim,0.8812757217568695
0,60,5,0.15,0.75,Herm,0.7364081569960459
0,60,5,0.15,0.85,DiSim,0.8812743000187704
0,60,5,0.15,0.85,Herm,0.7383037158423091
0,60,5,0.15,1,DiSim,0.8812757217568695
0,60,5,0.15,1,Herm,0.7391900926505267
0,60,5,0.15,1.15,DiSim,0.8719175832885568
0,60,5,0.15,1.15,Herm,0.7403688375270718
0,60,5,0.15,1.25,DiSim,0.8812743000187704
0,60,5,0.15,1.25,Herm,0.7427750406702007
0,60,5,0.15,1.6,DiSim,0.8581338643170491
0,60,5,0.15,1.6,Herm,0.7440038882491327
0,60,5,0.15,2,DiSim,0.8585963413231656
0,60,5,0.15,2,Herm,0.7433155238711552
0,60,5,0.15,3,DiSim,0.8811513235126763
0,60,5,0.15,3,Herm,0.7403675221764267
