,c,k,noise,omega,algorithm,ari
0,60,5,0.0,0.001,Herm,0.9957412308127059
0,60,5,0.0,0.00125,DiSim,0.8756000767174795
0,60,5,0.0,0.00125,Herm,0.9957412308127059
0,60,5,0.0,0.0015,DiSim,0.8612197008386605
0,60,5,0.0,0.0015,Herm,0.9957412308127059
0,60,5,0.0,0.00175,DiSim,0.8430174434004143
0,60,5,0.0,0.00175,Herm,0.9957412308127059
0,60,5,0.0,0.002,DiSim,0.8040501042371127
0,60,5,0.0,0.002,Herm,0.9954892234548701
0,20,3,0.15,0.0,DiSim,0.3673195643978787
0,20,3,0.15,0.0,Herm,0.9163316636273318
0,20,3,0.15,0.00025,DiSim,0.35705324825772655
0,20,3,0.15,0.00025,Herm,0.9168931102739049
0,20,3,0.15,0.0005,DiSim,0.3427397259174256
0,20,3,0.15,0.0005,Herm,0.9140434263338868
0,20,3,0.15,0.00075,DiSim,0.3231471146588613
0,20,3,0.15,0.00075,Herm,0.9083377019954709
0,20,3,0.15,0.001,DiSim,0.30177805627469495
0,20,3,0.15,0.001,Herm,0.9054704919276648
0,20,3,0.15,0.00125,DiSim,0.2768351141585016
0,20,3,0.15,0.00125,Herm,0.9073942463394048
0,20,3,0.15,0.0015,DiSim,0.25973186277214694
0,20,3,0.15,0.0015,Herm,0.90460717509664
0,20,3,0.15,0.00175,DiSim,0.24149436702231644
0,20,3,0.15,0.00175,Herm,0.902236228077507
0,20,3,0.15,0.002,DiSim,0.22628628557927677
0,20,3,0.15,0.002,Herm,0.8984782352547199
0,60,3,0.15,0.0,DiSim,0.445581332976266
0,60,3,0.15,0.0,Herm,0.9827862766819633
0,60,3,0.15,0.00025,DiSim,0.4443154055149383
0,60,3,0.15,0.00025,Herm,0.9827862766819633
0,60,3,0.15,0.0005,DiSim,0.4418641696137932
0,60,3,0.15,0.0005,Herm,0.9827862766819633
0,60,3,0.15,0.00075,DiSim,0.4370249731737548
0,60,3,0.15,0.00075,Herm,0.9827862766819633
0,60,3,0.15,0.001,DiSim,0.6641889951556799
0,60,3,0.15,0.001,Herm,0.9822751545236704
0,60,3,0.15,0.00125,DiSim,0.7782725973547109
0,60,3,0.15,0.00125,Herm,0.9822751545236704
0,60,3,0.15,0.0015,DiSim,0.848750670101159
0,60,3,0.15,0.0015,Herm,0.9822751545236704
0,60,3,0.15,0.00175,DiSim,0.8753258471761602
0,60,3,0.15,0.00175,Herm,0.9822751545236704
0,60,3,0.15,0.002,DiSim,0.8809654341343737
0,60,3,0.15,0.002,Herm,0.9822751545236704
0,20,5,0.15,0.0,DiSim,0.5796794471074505
0,20,5,0.15,0.0,Herm,0.9310927297446268
0,20,5,0.15,0.00025,DiSim,0.5559552076386453
0,20,5,0.15,0.00025,Herm,0.9291768865431768
0,20,5,0.15,0.0005,DiSim,0.4945008772587633
0,20,5,0.15,0.0005,Herm,0.9265061475839941
0,20,5,0.15,0.00075,DiSim,0.43925702761095947
0,20,5,0.15,0.00075,Herm,0.9238399071770551
0,20,5,0.15,0.001,DiSim,0.3999505522273511
0,20,5,0.15,0.001,Herm,0.9231378305511219
0,20,5,0.15,0.00125,DiSim,0.36551815242277313
0,20,5,0.15,0.00125,Herm,0.920953790819793
0,20,5,0.15,0.0015,DiSim,0.33358197776551024
0,20,5,0.15,0.0015,Herm,0.9171655604653062
0,20,5,0.15,0.00175,DiSim,0.3092967348687854
0,20,5,0.15,0.00175,Herm,0.9143240186419593
0,20,5,0.15,0.002,DiSim,0.2861801599121633
0,20,5,0.15,0.002,Herm,0.9122638016539266
0,60,5,0.15,0.0,DiSim,0.6919515555115359
0,60,5,0.15,0.0,Herm,0.9912618401013181
0,60,5,0.15,0.00025,DiSim,0.6930079457642605
0,60,5,0.15,0.00025,Herm,0.9917557532175704
0,60,5,0.15,0.0005,DiSim,0.6720045080029936
0,60,5,0.15,0.0005,Herm,0.9917384817162875
0,60,5,0.15,0.00075,DiSim,0.6521367244511425
0,60,5,0.15,0.00075,Herm,0.9912371122720532
0,60,5,0.15,0.001,DiSim,0.8805211182428235
0,60,5,0.15,0.001,Herm,0.9914848612494217
0,60,5,0.15,0.00125,DiSim,0.8434568448476435
0,60,5,0.15,0.00125,Herm,0.99100581730149
0,60,5,0.15,0.0015,DiSim,0.8242671249417236
0,60,5,0.15,0.0015,Herm,0.9907531771798778
0,60,5,0.15,0.00175,DiSim,0.8035729624354729
0,60,5,0.15,0.00175,Herm,0.9895165633792123
0,60,5,0.15,0.002,DiSim,0.7806737300271274
0,60,5,0.15,0.002,Herm,0.9905063777774329
0,20,3,0.0,0.0,DiSim,0.8008039415863312
0,20,3,0.0,0.0,Herm,0.9732411036904592
0,20,3,0.0,0.00025,DiSim,0.7921768301010026
0,20,3,0.0,0.00025,Herm,0.9693006114599962
0,20,3,0.0,0.0005,DiSim,0.7835899230801815
0,20,3,0.0,0.0005,Herm,0.9688010438094188
0,20,3,0.0,0.00075,DiSim,0.7697243729610017
0,20,3,0.0,0.00075,Herm,0.9683057964769254
0,20,3,0.0,0.001,DiSim,0.7435799165263857
0,20,3,0.0,0.001,Herm,0.9678192314702946
0,20,3,0.0,0.00125,DiSim,0.7202475245969636
0,20,3,0.0,0.00125,Herm,0.96490338109572
0,20,3,0.0,0.0015,DiSim,0.6939760888378032
0,20,3,0.0,0.0015,Herm,0.96490338109572
0,20,3,0.0,0.00175,DiSim,0.6537492427024364
0,20,3,0.0,0.00175,Herm,0.9624483692123862
0,20,3,0.0,0.002,DiSim,0.6255652457953438
0,20,3,0.0,0.002,Herm,0.9609689979790675
0,60,3,0.0,0.0,DiSim,0.9330246721554504
0,60,3,0.0,0.0,Herm,0.9816017186328185
0,60,3,0.0,0.00025,DiSim,0.9396410085278961
0,60,3,0.0,0.00025,Herm,0.9816017186328185
0,60,3,0.0,0.0005,DiSim,0.9401320536386656
0,60,3,0.0,0.0005,Herm,0.9830787011463368
0,60,3,0.0,0.00075,DiSim,0.933508163540159
0,60,3,0.0,0.00075,Herm,0.9811099081607946
0,60,3,0.0,0.001,DiSim,0.9310592270196025
0,60,3,0.0,0.001,Herm,0.9825861152430602
0,60,3,0.0,0.00125,DiSim,0.9310474504361375
0,60,3,0.0,0.00125,Herm,0.9830787011463368
0,60,3,0.0,0.0015,DiSim,0.9315298522269196
0,60,3,0.0,0.0015,Herm,0.9840638666599543
0,60,3,0.0,0.00175,DiSim,0.9305606583804443
0,60,3,0.0,0.00175,Herm,0.9830787011463368
0,60,3,0.0,0.002,DiSim,0.9285909780930119
0,60,3,0.0,0.002,Herm,0.97714433546204
0,20,5,0.0,0.0,DiSim,0.8014644539722687
0,20,5,0.0,0.0,Herm,0.9766504350183514
0,20,5,0.0,0.00025,DiSim,0.7801333276642795
0,20,5,0.0,0.00025,Herm,0.975655153418827
0,20,5,0.0,0.0005,DiSim,0.7245310332468502
0,20,5,0.0,0.0005,Herm,0.974425402447589
0,20,5,0.0,0.00075,DiSim,0.6422475712258595
0,20,5,0.0,0.00075,Herm,0.9731959342577254
0,20,5,0.0,0.001,DiSim,0.58967212364137
0,20,5,0.0,0.001,Herm,0.9729511877728165
0,20,5,0.0,0.00125,DiSim,0.5465102344974264
0,20,5,0.0,0.00125,Herm,0.9695076720632163
0,20,5,0.0,0.0015,DiSim,0.49864895861576564
0,20,5,0.0,0.0015,Herm,0.9692633919240337
0,20,5,0.0,0.00175,DiSim,0.4657641918369299
0,20,5,0.0,0.00175,Herm,0.9675524462673476
0,20,5,0.0,0.002,DiSim,0.4431132695979224
0,20,5,0.0,0.002,Herm,0.9646002548195131
0,60,5,0.0,0.0,DiSim,0.9369386232657484
0,60,5,0.0,0.0,Herm,0.9949975800920295
0,60,5,0.0,0.00025,DiSim,0.935909580924948
0,60,5,0.0,0.00025,Herm,0.9940008915424674
0,60,5,0.0,0.0005,DiSim,0.935656436883295
0,60,5,0.0,0.0005,Herm,0.9949975800920295
0,60,5,0.0,0.00075,DiSim,0.9351516810761731
0,60,5,0.0,0.00075,Herm,0.9949975800920295
0,60,5,0.0,0.001,DiSim,0.9275277973357305
0,60,5,0.0,0.001,Herm,0.9937496947767712
0,60,5,0.0,0.00125,DiSim,0.8838257142926239
0,60,5,0.0,0.00125,Herm,0.9949973195138567
0,60,5,0.0,0.0015,DiSim,0.8695746746483638
0,60,5,0.0,0.0015,Herm,0.9930061167727023
0,60,5,0.0,0.00175,DiSim,0.8548282244027495
0,60,5,0.0,0.00175,Herm,0.9939970737808059
0,60,5,0.0,0.002,DiSim,0.8155190365071449
0,60,5,0.0,0.002,Herm,0.9925081761863831
0,20,3,0.15,0.0,DiSim,0.30303781961224285
0,20,3,0.15,0.0,Herm,0.902386725522087
0,20,3,0.15,0.00025,DiSim,0.3139316769118907
0,20,3,0.15,0.00025,Herm,0.9010469927681661
0,20,3,0.15,0.0005,DiSim,0.3267205981726871
0,20,3,0.15,0.0005,Herm,0.8972974504560066
0,20,3,0.15,0.00075,DiSim,0.34303701599734865
0,20,3,0.15,0.00075,Herm,0.8977249313165534
0,20,3,0.15,0.001,DiSim,0.3436953133210054
0,20,3,0.15,0.001,Herm,0.8894421763233596
0,20,3,0.15,0.00125,DiSim,0.33452195390784883
0,20,3,0.15,0.00125,Herm,0.8870511143819836
0,20,3,0.15,0.0015,DiSim,0.32744802909726156
0,20,3,0.15,0.0015,Herm,0.8841861734273285
0,20,3,0.15,0.00175,DiSim,0.3173019143047814
0,20,3,0.15,0.00175,Herm,0.8777916366410476
0,20,3,0.15,0.002,DiSim,0.30780307333591783
0,20,3,0.15,0.002,Herm,0.8744968349043226
0,60,3,0.15,0.0,DiSim,0.37668148428491227
0,60,3,0.15,0.0,Herm,0.9866224113603067
0,60,3,0.15,0.00025,DiSim,0.7585657634943527
0,60,3,0.15,0.00025,Herm,0.9861228681438231
0,60,3,0.15,0.0005,DiSim,0.3875268435458772
0,60,3,0.15,0.0005,Herm,0.9861228681438231
0,60,3,0.15,0.00075,DiSim,0.7330080217079294
0,60,3,0.15,0.00075,Herm,0.9861150088176698
0,60,3,0.15,0.001,DiSim,0.7021867852243552
0,60,3,0.15,0.001,Herm,0.9856241249064389
0,60,3,0.15,0.00125,DiSim,0.6540186652050061
0,60,3,0.15,0.00125,Herm,0.9856233615026604
0,60,3,0.15,0.0015,DiSim,0.5807145127142483
0,60,3,0.15,0.0015,Herm,0.9861150088176698
0,60,3,0.15,0.00175,DiSim,0.7538300991610857
0,60,3,0.15,0.00175,Herm,0.9856233615026604
0,60,3,0.15,0.002,DiSim,0.8750012127573837
0,60,3,0.15,0.002,Herm,0.9851248696691652
0,20,5,0.15,0.0,DiSim,0.5506508060207236
0,20,5,0.15,0.0,Herm,0.9228927241388265
0,20,5,0.15,0.00025,DiSim,0.543428846976624
0,20,5,0.15,0.00025,Herm,0.9189039910456293
0,20,5,0.15,0.0005,DiSim,0.4806142512897058
0,20,5,0.15,0.0005,Herm,0.9152629173478385
0,20,5,0.15,0.00075,DiSim,0.4329407561267616
0,20,5,0.15,0.00075,Herm,0.9131330064948379
0,20,5,0.15,0.001,DiSim,0.389313843715435
0,20,5,0.15,0.001,Herm,0.9119618810850535
0,20,5,0.15,0.00125,DiSim,0.34936334488151266
0,20,5,0.15,0.00125,Herm,0.9184198493086306
0,20,5,0.15,0.0015,DiSim,0.3248503181285593
0,20,5,0.15,0.0015,Herm,0.909112663545953
0,20,5,0.15,0.00175,DiSim,0.29990351773121415
0,20,5,0.15,0.00175,Herm,0.9031817770024771
0,20,5,0.15,0.002,DiSim,0.2833839768928535
0,20,5,0.15,0.002,Herm,0.9021255219215193
0,60,5,0.15,0.0,DiSim,0.6867413354273704
0,60,5,0.15,0.0,Herm,0.9932817275280469
0,60,5,0.15,0.00025,DiSim,0.6871502275002378
0,60,5,0.15,0.00025,Herm,0.9932817275280469
0,60,5,0.15,0.0005,DiSim,0.6670059110662523
0,60,5,0.15,0.0005,Herm,0.9932905956868493
0,60,5,0.15,0.00075,DiSim,0.846692841615303
0,60,5,0.15,0.00075,Herm,0.9932905956868493
0,60,5,0.15,0.001,DiSim,0.8555296132716765
0,60,5,0.15,0.001,Herm,0.9930403565273007
0,60,5,0.15,0.00125,DiSim,0.835442968808775
0,60,5,0.15,0.00125,Herm,0.9932905956868493
0,60,5,0.15,0.0015,DiSim,0.8208312226658679
0,60,5,0.15,0.0015,Herm,0.9930403565273007
0,60,5,0.15,0.00175,DiSim,0.8011190573211052
0,60,5,0.15,0.00175,Herm,0.9930403565273007
0,60,5,0.15,0.002,DiSim,0.7734494694886866
0,60,5,0.15,0.002,Herm,0.9932920691052111
0,20,5,0.0,0.0,DiSim,0.8014644539722687
0,20,5,0.0,0.0,Herm,0.9766504350183514
0,20,5,0.0,0.00025,DiSim,0.7801333276642795
0,20,5,0.0,0.00025,Herm,0.975655153418827
0,20,5,0.0,0.0005,DiSim,0.7245310332468502
0,20,5,0.0,0.0005,Herm,0.974425402447589
0,20,5,0.0,0.00075,DiSim,0.6422475712258595
0,20,5,0.0,0.00075,Herm,0.9731959342577254
0,20,5,0.0,0.001,DiSim,0.58967212364137
0,20,5,0.0,0.001,Herm,0.9729511877728165
0,20,5,0.0,0.00125,DiSim,0.5465102344974264
0,20,5,0.0,0.00125,Herm,0.9695076720632163
0,20,5,0.0,0.0015,DiSim,0.49864895861576564
0,20,5,0.0,0.0015,Herm,0.9692633919240337
0,20,5,0.0,0.00175,DiSim,0.4657641918369299
0,20,5,0.0,0.00175,Herm,0.9675524462673476
0,20,5,0.0,0.002,DiSim,0.4431132695979224
0,20,5,0.0,0.002,Herm,0.9646002548195131
0,60,5,0.0,0.0,DiSim,0.9369386232657484
0,60,5,0.0,0.0,Herm,0.9949975800920295
0,60,5,0.0,0.00025,DiSim,0.935909580924948
0,60,5,0.0,0.00025,Herm,0.9940008915424674
0,60,5,0.0,0.0005,DiSim,0.935656436883295
0,60,5,0.0,0.0005,Herm,0.9949975800920295
0,60,5,0.0,0.00075,DiSim,0.9351516810761731
0,60,5,0.0,0.00075,Herm,0.9949975800920295
0,60,5,0.0,0.001,DiSim,0.9275277973357305
0,60,5,0.0,0.001,Herm,0.9937496947767712
0,60,5,0.0,0.00125,DiSim,0.8838257142926239
0,60,5,0.0,0.00125,Herm,0.9949973195138567
0,60,5,0.0,0.0015,DiSim,0.8695746746483638
0,60,5,0.0,0.0015,Herm,0.9930061167727023
0,60,5,0.0,0.00175,DiSim,0.8548282244027495
0,60,5,0.0,0.00175,Herm,0.9939970737808059
0,60,5,0.0,0.002,DiSim,0.8155190365071449
0,60,5,0.0,0.002,Herm,0.9925081761863831
0,20,5,0.15,0.0,DiSim,0.5506508060207236
0,20,5,0.15,0.0,Herm,0.9228927241388265
0,20,5,0.15,0.00025,DiSim,0.543428846976624
0,20,5,0.15,0.00025,Herm,0.9189039910456293
0,20,5,0.15,0.0005,DiSim,0.4806142512897058
0,20,5,0.15,0.0005,Herm,0.9152629173478385
0,20,5,0.15,0.00075,DiSim,0.4329407561267616
0,20,5,0.15,0.00075,Herm,0.9131330064948379
0,20,5,0.15,0.001,DiSim,0.389313843715435
0,20,5,0.15,0.001,Herm,0.9119618810850535
0,20,5,0.15,0.00125,DiSim,0.34936334488151266
0,20,5,0.15,0.00125,Herm,0.9184198493086306
0,20,5,0.15,0.0015,DiSim,0.3248503181285593
0,20,5,0.15,0.0015,Herm,0.909112663545953
0,20,5,0.15,0.00175,DiSim,0.29990351773121415
0,20,5,0.15,0.00175,Herm,0.9031817770024771
0,20,5,0.15,0.002,DiSim,0.2833839768928535
0,20,5,0.15,0.002,Herm,0.9021255219215193
0,60,5,0.15,0.0,DiSim,0.6867413354273704
0,60,5,0.15,0.0,Herm,0.9932817275280469
0,60,5,0.15,0.00025,DiSim,0.6871502275002378
0,60,5,0.15,0.00025,Herm,0.9932817275280469
0,60,5,0.15,0.0005,DiSim,0.6670059110662523
0,60,5,0.15,0.0005,Herm,0.9932905956868493
0,60,5,0.15,0.00075,DiSim,0.846692841615303
0,60,5,0.15,0.00075,Herm,0.9932905956868493
0,60,5,0.15,0.001,DiSim,0.8555296132716765
0,60,5,0.15,0.001,Herm,0.9930403565273007
0,60,5,0.15,0.00125,DiSim,0.835442968808775
0,60,5,0.15,0.00125,Herm,0.9932905956868493
0,60,5,0.15,0.0015,DiSim,0.8208312226658679
0,60,5,0.15,0.0015,Herm,0.9930403565273007
0,60,5,0.15,0.00175,DiSim,0.8011190573211052
0,60,5,0.15,0.00175,Herm,0.9930403565273007
0,60,5,0.15,0.002,DiSim,0.7734494694886866
0,60,5,0.15,0.002,Herm,0.9932920691052111
